"","face_name_align","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair"
"1046","869834","Black","Black","Male","30-39","[6.6402741e-08 9.9998921e-01 7.6987578e-07 4.5245294e-11 1.3640041e-09
 9.1492011e-06 7.5942324e-07]","[6.8824517e-07 9.9998808e-01 1.3122639e-07 1.1108131e-05]","[9.9999994e-01 8.8973941e-08]","[4.2001909e-09 6.5110260e-07 3.2564541e-04 2.5270000e-01 6.9720811e-01
 4.9429402e-02 3.3374934e-04 2.3373716e-06 4.1407180e-08]"
"1047","168959","Latino_Hispanic","Indian","Male","20-29","[1.6430888e-02 6.7373365e-02 8.4697574e-01 4.6636426e-04 7.4262931e-03
 3.2621652e-02 2.8705738e-02]","[0.01110368 0.20534097 0.38151267 0.40204263]","[9.999940e-01 5.969109e-06]","[5.6707809e-06 1.7706875e-04 2.2459280e-02 6.9882458e-01 2.5792012e-01
 2.0109326e-02 4.7588511e-04 2.7532926e-05 5.6239060e-07]"
"1048","177295","White","White","Male","20-29","[6.1787319e-01 1.6906706e-04 1.7476536e-01 8.9970633e-04 1.7062381e-03
 1.9811385e-03 2.0260525e-01]","[9.9793983e-01 3.8005193e-04 3.0752463e-04 1.3726362e-03]","[9.9999994e-01 4.9099576e-08]","[1.3569701e-07 1.2080410e-05 2.8916860e-03 7.4259108e-01 2.5247446e-01
 2.0272655e-03 3.2963005e-06 3.6382605e-08 5.1718191e-10]"
"1049","140923","Black","Black","Male","30-39","[6.4017706e-07 9.9998885e-01 5.5167980e-06 3.4649135e-09 4.9653881e-08
 1.2662331e-06 3.7260093e-06]","[3.3561582e-07 9.9999756e-01 8.0052354e-07 1.2608209e-06]","[9.9999315e-01 6.8312384e-06]","[2.9749699e-06 1.4697971e-04 3.7880836e-03 2.1115768e-01 5.8539778e-01
 1.9444180e-01 4.9154833e-03 1.4211531e-04 7.0830838e-06]"
"1050","788021","White","White","Male","20-29","[9.9874318e-01 3.5193132e-06 8.8858033e-05 1.6503631e-06 3.9509978e-06
 5.7067280e-07 1.1582656e-03]","[9.9960053e-01 2.9782197e-04 1.7388678e-05 8.4232612e-05]","[9.9999654e-01 3.4442705e-06]","[6.6422892e-08 9.3577015e-05 4.5965482e-02 9.0063363e-01 5.2782625e-02
 5.2295631e-04 1.6860720e-06 2.3008571e-08 9.0576924e-10]"
"1051","217770","Latino_Hispanic","White","Male","20-29","[0.09041454 0.00167292 0.8341784  0.00203792 0.00572577 0.00959468
 0.05637581]","[0.60253173 0.06224802 0.03921873 0.29600155]","[9.999917e-01 8.248570e-06]","[2.4761533e-07 4.7669510e-05 3.5986934e-02 8.5359627e-01 1.0803683e-01
 2.3186388e-03 1.3204205e-05 1.8583364e-07 2.3921365e-09]"
"1052","369650","White","White","Male","30-39","[9.4359255e-01 5.9715378e-05 6.4182510e-03 7.3348434e-05 1.1442448e-04
 3.1348446e-04 4.9428258e-02]","[9.9744242e-01 5.8750744e-04 1.0844035e-03 8.8569266e-04]","[9.9998325e-01 1.6716440e-05]","[4.50156913e-05 1.16574614e-04 5.31451951e-04 1.58801034e-01
 7.71960795e-01 6.79004267e-02 6.34025258e-04 1.03206812e-05
 3.73364912e-07]"
"1053","378728","Black","Black","Male","30-39","[7.6990618e-06 9.9930918e-01 8.0098653e-05 7.5235590e-08 1.1207062e-06
 5.7855790e-04 2.3248584e-05]","[4.0156279e-05 9.9944317e-01 3.9504597e-05 4.7713247e-04]","[9.9998778e-01 1.2231866e-05]","[8.9350749e-07 1.5023189e-05 9.8328304e-04 2.1808854e-01 6.3829583e-01
 1.3848440e-01 4.0659667e-03 6.4352666e-05 1.8499555e-06]"
"1054","891508","White","White","Male","20-29","[9.9716282e-01 3.2855471e-06 7.4858486e-04 7.1656119e-05 5.7621899e-05
 4.8482681e-05 1.9075208e-03]","[9.9847502e-01 4.1398552e-04 6.4856233e-04 4.6248554e-04]","[9.9996173e-01 3.8215476e-05]","[1.4581753e-08 1.8490680e-06 1.9405006e-03 7.0986247e-01 2.8244030e-01
 5.7372907e-03 1.7442990e-05 1.4778134e-07 5.3548703e-09]"
"1055","175101","Middle Eastern","White","Male","30-39","[2.8136504e-01 1.6083586e-03 1.9434797e-02 5.6355248e-07 2.9911944e-06
 8.1181811e-04 6.9677639e-01]","[8.9865714e-01 8.1261314e-02 1.4393691e-04 1.9937562e-02]","[9.999984e-01 1.618503e-06]","[4.57859173e-08 3.47361402e-06 5.95339865e-04 2.75723904e-01
 6.91981554e-01 3.15779261e-02 1.17131945e-04 6.46314277e-07
 7.96772870e-09]"
"1056","1457558","Middle Eastern","White","Male","20-29","[1.3260670e-01 2.0216743e-03 3.5336620e-01 2.6875772e-04 8.1930018e-04
 6.0410420e-03 5.0487626e-01]","[0.5918432  0.26126206 0.03148487 0.11540975]","[9.999999e-01 9.328486e-08]","[4.3723014e-07 2.6351147e-05 7.0531485e-03 6.9433808e-01 2.9083240e-01
 7.7042719e-03 4.4349268e-05 9.7334203e-07 1.1405279e-08]"
"1057","823213","Black","Black","Male","20-29","[1.1611490e-06 9.9992990e-01 1.1139912e-05 5.1145332e-08 1.8884616e-06
 5.0431649e-05 5.3692634e-06]","[1.7199227e-05 9.9982160e-01 7.8290022e-06 1.5336307e-04]","[9.9990135e-01 9.8613840e-05]","[2.4198920e-08 1.2271981e-05 8.4011480e-03 6.2716860e-01 3.5074621e-01
 1.3478432e-02 1.9092220e-04 2.1758426e-06 1.1511018e-07]"
"1058","860307","Latino_Hispanic","Black","Male","20-29","[0.05380368 0.01941886 0.50186086 0.00061566 0.00213833 0.01568071
 0.40648192]","[0.15713808 0.78952944 0.00602613 0.04730631]","[9.9999779e-01 2.1770231e-06]","[1.5560814e-06 1.9515466e-05 2.6228712e-03 5.5761367e-01 4.2592528e-01
 1.3719520e-02 9.5980424e-05 1.6435481e-06 2.9847612e-08]"
"1059","1152852","White","White","Male","20-29","[7.3881960e-01 2.2145631e-02 1.5327972e-01 1.2694755e-04 6.6188135e-04
 1.3254897e-03 8.3640806e-02]","[0.9777227  0.01819407 0.0019095  0.00217378]","[9.9999076e-01 9.1668526e-06]","[5.51674724e-08 1.46335602e-04 4.22013909e-01 5.70806801e-01
 6.99764444e-03 3.52055431e-05 1.13767285e-07 4.69489070e-09
 1.07365380e-10]"
"1060","176615","White","White","Male","20-29","[5.6817603e-01 8.2425616e-04 1.9682616e-01 3.5343040e-04 9.9800446e-04
 8.6504163e-04 2.3195706e-01]","[0.9346617  0.0463137  0.00758235 0.01144233]","[9.9999630e-01 3.6562383e-06]","[1.0188704e-08 9.2408067e-07 3.1791267e-03 7.7775681e-01 2.1636489e-01
 2.6883055e-03 9.7924403e-06 1.1349472e-07 1.8424452e-09]"
"1061","69380","White","White","Male","20-29","[9.9985784e-01 3.9206662e-07 1.9115167e-05 5.8953443e-08 1.3519580e-07
 9.8792803e-08 1.2239967e-04]","[9.9998987e-01 5.4425391e-06 1.9585191e-06 2.7061485e-06]","[9.999993e-01 7.206007e-07]","[2.9422140e-09 1.6880569e-05 1.6476038e-01 8.3006322e-01 5.1090205e-03
 5.0304945e-05 1.7213729e-07 1.3365661e-09 2.8786440e-11]"
"1062","1013842","Black","Black","Male","30-39","[1.1824436e-06 9.9998438e-01 6.3766352e-06 1.2478338e-08 1.4437964e-07
 7.6495317e-06 2.5527899e-07]","[4.3015752e-06 9.9990416e-01 2.5207646e-05 6.6347893e-05]","[1.0000000e+00 1.0255981e-08]","[4.4812261e-09 3.4719911e-08 4.8090496e-05 8.7106876e-02 5.2439278e-01
 3.4965166e-01 3.8422108e-02 3.7025049e-04 8.1543731e-06]"
"1063","782960","White","White","Male","20-29","[8.3093679e-01 2.0279665e-05 1.2673897e-02 7.4887875e-04 8.8788784e-04
 4.1025185e-05 1.5469125e-01]","[9.9538445e-01 2.0438700e-04 3.4794863e-03 9.3160488e-04]","[9.9999678e-01 3.2184703e-06]","[3.0455271e-07 1.6521539e-04 8.5952848e-02 7.2606826e-01 1.8110797e-01
 6.6742254e-03 3.0902516e-05 3.0279196e-07 4.0041597e-09]"
"1064","221200","Black","Black","Male","30-39","[8.7390308e-06 9.9793327e-01 5.7767087e-04 1.7488816e-08 7.7023014e-07
 1.4060483e-03 7.3433934e-05]","[4.8472717e-05 9.9328411e-01 7.2547176e-05 6.5949131e-03]","[9.9999988e-01 1.1782516e-07]","[3.2776751e-07 1.1912204e-05 8.5499679e-04 1.4890324e-01 6.3039565e-01
 2.0713381e-01 1.2475318e-02 2.2110228e-04 3.6337187e-06]"
"1065","162615","Black","Black","Male","30-39","[5.3552941e-07 9.9997473e-01 1.4775460e-05 1.5467714e-08 2.6954751e-07
 7.1083577e-06 2.5861527e-06]","[1.7093612e-06 9.9997073e-01 1.1934729e-06 2.6248685e-05]","[9.9999946e-01 5.5935226e-07]","[6.4815424e-08 4.4134512e-07 2.3547388e-04 2.5885394e-01 6.1693132e-01
 1.1944801e-01 4.3845554e-03 1.3727952e-04 8.9482573e-06]"
"1066","159697","Black","Black","Male","20-29","[7.2515894e-07 9.9998605e-01 6.2838526e-06 9.8282491e-08 2.4452213e-06
 3.8272710e-06 4.8706625e-07]","[1.7769104e-07 9.9999481e-01 4.7075450e-06 2.9412377e-07]","[9.9999845e-01 1.5199124e-06]","[6.0912282e-07 5.5260669e-05 1.2762833e-02 6.4012134e-01 3.2521182e-01
 2.1423556e-02 4.1658938e-04 7.5819403e-06 4.2331030e-07]"
"1067","1387157","Latino_Hispanic","Black","Male","10-19","[2.1387914e-02 7.5869516e-02 8.3334887e-01 5.0026087e-05 3.1093971e-03
 2.7322236e-02 3.8912121e-02]","[0.01811723 0.9112936  0.04526751 0.0253216 ]","[9.9999994e-01 6.2918730e-08]","[2.71301360e-07 3.19277612e-03 8.75969768e-01 1.18100226e-01
 2.67689349e-03 5.97978506e-05 2.41971492e-07 7.64293606e-09
 8.21365961e-11]"
"1068","842391","White","White","Male","10-19","[9.5323807e-01 1.2740621e-04 7.7002333e-03 6.4560241e-05 1.8456164e-04
 1.3080949e-05 3.8672030e-02]","[9.9682474e-01 2.8876637e-03 2.1975442e-04 6.7872134e-05]","[9.9996650e-01 3.3496242e-05]","[1.3258963e-06 3.5283081e-03 6.9511479e-01 2.8855696e-01 1.2179800e-02
 6.1099575e-04 7.5725611e-06 2.1858196e-07 8.1619129e-09]"
"1069","892104","Latino_Hispanic","Indian","Male","20-29","[3.7027482e-02 1.0407290e-02 7.1337515e-01 7.3422278e-05 5.9333275e-04
 5.8582753e-02 1.7994057e-01]","[0.09015343 0.36944142 0.00405855 0.53634655]","[9.999955e-01 4.429424e-06]","[3.4305970e-07 2.5146372e-05 4.3662782e-03 6.6530550e-01 3.2446638e-01
 5.8187642e-03 1.7352104e-05 2.0864175e-07 3.5441841e-09]"
"1070","329431","Black","Black","Male","30-39","[1.1365173e-05 9.9935663e-01 2.8525700e-04 1.2286193e-07 1.7300623e-06
 5.3545054e-06 3.3953678e-04]","[2.8987224e-06 9.9997699e-01 1.9677644e-05 4.3852572e-07]","[9.9982059e-01 1.7939707e-04]","[9.6740050e-06 4.3092112e-04 1.5311635e-02 4.4560403e-01 4.5613173e-01
 8.0740340e-02 1.6837695e-03 8.2115526e-05 5.7516445e-06]"
"1071","36704","Black","Black","Male","40-49","[7.3012430e-04 8.9258349e-01 7.9968330e-03 1.1290285e-04 5.2255322e-03
 9.3198925e-02 1.5221503e-04]","[0.00203987 0.9876199  0.00216669 0.00817351]","[0.9972332  0.00276679]","[1.06833426e-07 3.83435491e-07 1.69792533e-04 4.81060110e-02
 3.28476220e-01 4.32242692e-01 1.80331126e-01 9.87452269e-03
 7.99044268e-04]"
"1072","1461905","Black","Black","Male","30-39","[1.6529246e-05 9.9951285e-01 2.6231649e-04 1.2205885e-06 7.6195056e-06
 1.0458525e-04 9.4854033e-05]","[4.7100962e-06 9.9996281e-01 2.7055194e-06 2.9797287e-05]","[0.9968074 0.0031926]","[1.8765579e-05 1.4225262e-03 2.6336297e-02 3.3824936e-01 5.3511256e-01
 9.5304444e-02 3.4125270e-03 1.3677191e-04 6.7974138e-06]"
"1073","192266","White","White","Male","20-29","[9.6917242e-01 5.7996098e-05 4.1707521e-03 5.8844889e-05 8.8825858e-05
 3.2609507e-05 2.6418598e-02]","[9.9938250e-01 6.1928949e-05 3.7338864e-04 1.8224327e-04]","[1.0000000e+00 1.1213745e-08]","[1.6651998e-06 7.4236188e-05 5.0473474e-03 6.9027275e-01 2.9603612e-01
 8.4965024e-03 7.0326307e-05 1.0829319e-06 1.1811369e-08]"
"1074","227866","White","White","Male","20-29","[4.4741079e-01 9.0081201e-05 1.3136908e-01 1.7986858e-04 1.9702836e-04
 1.7203238e-02 4.0354985e-01]","[9.4065392e-01 4.0353744e-04 2.0041899e-03 5.6938376e-02]","[9.9999934e-01 6.3201048e-07]","[3.8761104e-06 4.5897268e-05 3.2313401e-03 5.3101385e-01 4.3035418e-01
 3.4809891e-02 5.3459499e-04 6.2526783e-06 6.0913166e-08]"
"1075","173353","Middle Eastern","White","Male","30-39","[1.3460045e-01 2.9775791e-04 1.5495391e-01 2.0785563e-04 4.9877376e-04
 8.2768193e-03 7.0116442e-01]","[9.8130113e-01 2.4090945e-03 4.8845401e-04 1.5801355e-02]","[9.9999934e-01 7.2817727e-07]","[2.0444957e-05 3.5082537e-04 5.4147579e-03 4.0408170e-01 5.5809695e-01
 3.1892166e-02 1.4134776e-04 1.8261064e-06 1.7868828e-08]"
"1076","830018","Black","Black","Male","20-29","[5.8636516e-03 6.1391699e-01 3.5851517e-01 7.0564165e-05 2.4788815e-03
 2.7995314e-03 1.6355157e-02]","[6.9522369e-04 9.9760467e-01 1.2608352e-03 4.3925981e-04]","[9.9999934e-01 6.7300391e-07]","[1.4492610e-05 4.0864971e-04 2.9692000e-02 7.0675647e-01 2.4612814e-01
 1.6509494e-02 4.7550426e-04 1.4945490e-05 3.1354764e-07]"
"1077","317699","Black","Black","Male","20-29","[5.0258768e-07 9.9990839e-01 8.6920636e-06 1.3399801e-08 4.6909358e-07
 8.1138263e-05 7.1123776e-07]","[3.7042582e-06 9.9973106e-01 1.9014640e-05 2.4627545e-04]","[9.9999869e-01 1.3041806e-06]","[3.1884317e-09 5.7686174e-07 2.9280356e-03 7.6700950e-01 2.2641468e-01
 3.6309294e-03 1.6102078e-05 1.3569353e-07 5.8131402e-09]"
"1078","1122642","Black","Black","Male","30-39","[7.9965412e-07 9.9987149e-01 1.7449905e-05 4.8841247e-07 6.5754339e-06
 1.0231384e-04 8.6342044e-07]","[1.5249077e-05 9.9973315e-01 1.8016109e-04 7.1467759e-05]","[9.9981797e-01 1.8205577e-04]","[3.6533073e-08 4.4825231e-07 9.2497980e-04 3.4687787e-01 5.4170281e-01
 1.0454293e-01 5.8705946e-03 7.7680706e-05 2.6093903e-06]"
"1079","158263","White","White","Male","30-39","[9.7472537e-01 2.0539769e-04 1.6469492e-02 7.6502283e-06 2.6560832e-05
 5.8808940e-04 7.9774233e-03]","[9.9397731e-01 2.2790190e-03 1.6413465e-04 3.5795334e-03]","[9.999967e-01 3.222921e-06]","[2.8517383e-07 2.2125862e-06 6.6070026e-04 2.1327738e-01 6.4618647e-01
 1.3381080e-01 5.9803366e-03 8.0180245e-05 1.6213785e-06]"
"1080","1397888","Black","Black","Male","20-29","[1.8393158e-07 9.9999660e-01 2.0899040e-06 6.9175501e-09 1.3084095e-07
 9.2942730e-07 1.1445778e-07]","[6.7700071e-08 9.9999893e-01 8.5085907e-07 1.7033150e-07]","[9.9999917e-01 8.6069548e-07]","[2.1304558e-08 1.5953305e-05 2.9247178e-02 8.6978585e-01 9.7130157e-02
 3.7730243e-03 4.6940710e-05 7.8689726e-07 4.9331586e-08]"
"1081","988936","White","White","Male","20-29","[9.9873471e-01 2.9274714e-05 2.2281148e-04 4.5897141e-07 2.3762548e-06
 1.6286302e-06 1.0088023e-03]","[9.9677980e-01 3.1560129e-03 1.9399706e-05 4.4813227e-05]","[9.9999946e-01 4.7559254e-07]","[1.6360714e-09 8.6304078e-07 3.4056762e-03 8.6415035e-01 1.3139273e-01
 1.0471082e-03 3.2153237e-06 2.3751666e-08 5.1713478e-10]"
"1082","1213461","Latino_Hispanic","Black","Male","20-29","[4.6251118e-02 4.6623267e-02 4.8368350e-01 2.6605261e-05 5.0437538e-04
 1.7376615e-01 2.4914502e-01]","[9.4928527e-03 9.5637369e-01 3.1688606e-04 3.3816636e-02]","[9.9999976e-01 1.6783520e-07]","[5.0307833e-08 2.1216933e-05 1.7725645e-02 9.4528168e-01 3.6731347e-02
 2.3934589e-04 6.4457095e-07 1.1101489e-08 1.2376988e-10]"
"1083","1013947","White","White","Male","20-29","[9.9105036e-01 2.8250075e-05 3.9434568e-03 5.8563837e-05 1.6491202e-04
 1.4451456e-05 4.7400743e-03]","[9.9733627e-01 2.6753944e-04 1.0481280e-03 1.3480150e-03]","[9.9999928e-01 7.0705937e-07]","[1.6773695e-08 3.6214962e-05 1.1098131e-01 8.6515176e-01 2.3220873e-02
 6.0451415e-04 5.0526764e-06 1.8503269e-07 3.3594931e-09]"
"1084","158241","White","Indian","Male","30-39","[6.3673222e-01 1.1142486e-03 2.6214728e-01 2.0948843e-04 6.3899654e-04
 3.8800932e-02 6.0356945e-02]","[0.21869975 0.02452065 0.02767405 0.7291056 ]","[9.9996924e-01 3.0735315e-05]","[3.4741699e-08 3.7342301e-07 7.5560536e-05 1.3830839e-01 7.9088390e-01
 7.0319504e-02 4.1023284e-04 1.9700328e-06 2.3887507e-08]"
"1085","1133562","White","White","Male","20-29","[9.9016249e-01 2.0855394e-07 4.5391708e-04 4.0732580e-06 6.7403466e-06
 2.5786350e-05 9.3467114e-03]","[9.9991143e-01 1.0023127e-06 7.7602836e-06 7.9834266e-05]","[9.9999905e-01 9.3431851e-07]","[5.7515299e-09 1.0406713e-06 4.0492332e-03 7.8227723e-01 2.1023737e-01
 3.4305449e-03 4.5697602e-06 2.9660756e-08 3.8557774e-10]"
"1086","1003232","White","White","Male","20-29","[8.72970939e-01 2.06317418e-05 1.57173425e-02 1.74985798e-05
 4.41093216e-05 4.23169753e-04 1.10806346e-01]","[9.9663001e-01 5.1881297e-04 4.4237653e-04 2.4087764e-03]","[9.999540e-01 4.605849e-05]","[3.0765383e-07 8.6711043e-06 1.7521915e-03 6.6855907e-01 3.2544431e-01
 4.2265682e-03 8.7722246e-06 9.8580344e-08 2.1425226e-09]"
"1087","826492","White","White","Male","20-29","[9.6613342e-01 3.7765822e-05 3.2366801e-03 8.2055021e-06 1.5812417e-05
 9.7335425e-05 3.0470826e-02]","[9.8958927e-01 4.5981379e-03 1.0105437e-04 5.7114451e-03]","[9.999974e-01 2.600638e-06]","[4.7188607e-08 7.0177648e-06 3.3960186e-03 8.0471361e-01 1.9078559e-01
 1.0965347e-03 1.2173091e-06 1.1662369e-08 2.0066558e-10]"
"1088","1065848","Black","Black","Male","20-29","[2.4955243e-06 9.9995399e-01 2.8210450e-05 6.5965895e-09 1.6204908e-07
 1.4173511e-05 1.0397516e-06]","[7.5468461e-07 9.9999130e-01 3.1004047e-06 4.8591028e-06]","[0.99890697 0.00109304]","[6.57473143e-09 1.67671249e-06 9.82098468e-03 7.45403230e-01
 2.37339959e-01 7.36721186e-03 6.64696927e-05 4.82254165e-07
 1.20445804e-08]"
"1089","1048333","Black","Black","Male","20-29","[6.1127429e-07 9.9998593e-01 3.8072426e-06 1.0776156e-08 1.4887264e-07
 9.3961862e-06 5.9863368e-08]","[3.5439760e-07 9.9999750e-01 5.5164145e-07 1.5626264e-06]","[0.99720055 0.00279949]","[5.7460380e-08 2.0058906e-04 1.5594554e-01 8.0477798e-01 3.8546208e-02
 5.2630412e-04 3.4044197e-06 2.2715758e-08 1.4389726e-09]"
"1090","1397864","Black","Black","Male","20-29","[4.3670916e-08 9.9999672e-01 1.0928638e-06 1.4004166e-09 4.5249859e-08
 2.1770727e-06 1.8356380e-08]","[8.8256300e-08 9.9999636e-01 2.8896923e-07 3.2546523e-06]","[9.999308e-01 6.921454e-05]","[1.28695286e-08 1.48075117e-06 3.87253915e-03 6.34464741e-01
 3.47671449e-01 1.39067639e-02 8.23975497e-05 6.14446833e-07
 2.40527545e-08]"
"1091","880525","Black","Black","Male","30-39","[6.3183938e-06 9.9948394e-01 3.8381011e-04 7.7914102e-08 4.7132398e-06
 7.0596740e-05 5.0491093e-05]","[2.8319969e-06 9.9994785e-01 1.5465655e-05 3.3832741e-05]","[9.9999982e-01 1.8666505e-07]","[4.9895129e-07 2.9630996e-06 4.9382757e-04 2.3705755e-01 6.7359322e-01
 8.7404512e-02 1.4315121e-03 1.5276502e-05 6.2609735e-07]"
"1092","141080","Black","Black","Male","20-29","[2.0585989e-03 7.6713449e-01 1.1699113e-01 3.9125698e-05 8.3240587e-04
 1.0974390e-01 3.2004069e-03]","[5.6530471e-04 9.7825772e-01 2.9583616e-04 2.0881174e-02]","[1.00000000e+00 1.31660265e-08]","[2.1057642e-06 6.2880179e-05 8.3150240e-03 5.3103322e-01 4.1745952e-01
 4.2006757e-02 1.1038528e-03 1.6338037e-05 2.0735712e-07]"
"1093","1511908","Black","Black","Male","20-29","[1.0739009e-07 9.9999821e-01 8.7916891e-07 2.0984126e-09 4.2033086e-08
 6.6574069e-07 5.5579715e-08]","[3.3424563e-08 9.9999988e-01 1.0090461e-07 8.6672706e-08]","[9.9998772e-01 1.2238604e-05]","[5.9496053e-09 9.8632554e-06 3.4063902e-02 8.9962459e-01 6.5186329e-02
 1.1099899e-03 5.1948919e-06 4.2044523e-08 2.0194983e-09]"
"1094","168937","White","White","Male","20-29","[9.9615777e-01 6.1199695e-05 1.7953848e-03 6.7689384e-06 3.8832291e-05
 2.9343819e-05 1.9107432e-03]","[9.9971288e-01 6.2541134e-05 3.1573240e-05 1.9288409e-04]","[9.9999768e-01 2.3007083e-06]","[5.9102256e-08 1.4169806e-05 1.8903412e-02 8.8698131e-01 9.0835042e-02
 3.2010602e-03 6.3001993e-05 1.9209003e-06 5.4331206e-08]"
"1095","857267","Black","Black","Male","20-29","[1.5708780e-05 9.9981564e-01 8.4813655e-05 7.2627387e-08 1.6824349e-06
 2.5931342e-05 5.6126180e-05]","[2.0676428e-06 9.9999523e-01 1.8685820e-06 9.2125322e-07]","[9.9999344e-01 6.5446116e-06]","[4.93948207e-08 8.25950774e-05 1.16819136e-01 8.34335148e-01
 4.79295775e-02 8.25812051e-04 7.34809100e-06 3.31308712e-07
 1.22432393e-08]"
"1096","17053","White","White","Male","30-39","[7.7803713e-01 6.5602224e-05 1.4951661e-01 1.4369191e-05 5.9699069e-05
 5.7517006e-03 6.6554904e-02]","[9.8119301e-01 4.6816748e-04 3.1611489e-04 1.8022750e-02]","[9.9999380e-01 6.1751316e-06]","[8.1108868e-07 1.2418093e-05 3.6011192e-03 4.0194246e-01 5.2738267e-01
 6.6229932e-02 8.2682946e-04 3.7159375e-06 3.3728934e-08]"
"1097","914710","Middle Eastern","White","Male","20-29","[0.10492643 0.00231462 0.30703163 0.00204445 0.00341149 0.00475228
 0.5755191 ]","[0.48510757 0.22994159 0.15282637 0.1321245 ]","[9.9985248e-01 1.4750173e-04]","[1.7897504e-06 6.0063967e-04 2.0484148e-01 7.4026579e-01 5.3500120e-02
 7.8450068e-04 5.4098255e-06 2.3087271e-07 4.7768456e-09]"
"1098","877978","Black","Black","Male","20-29","[6.7026267e-04 9.8039937e-01 1.6615013e-02 2.2643517e-06 9.7410652e-05
 1.8105172e-03 4.0516348e-04]","[1.4903926e-03 9.9594986e-01 1.0733141e-04 2.4523470e-03]","[9.99999881e-01 1.09354396e-07]","[7.64016988e-07 1.05668245e-04 1.09091122e-02 6.13091111e-01
 3.58123779e-01 1.75439473e-02 2.22247429e-04 3.23802919e-06
 5.46248309e-08]"
"1099","158599","Black","Black","Male","20-29","[0.00174136 0.8654481  0.10264213 0.00113287 0.01841637 0.00962467
 0.0009945 ]","[2.4478999e-04 9.8275965e-01 8.2099168e-03 8.7856650e-03]","[9.999997e-01 2.651187e-07]","[6.5887701e-07 7.5295211e-06 4.2526023e-03 4.6103474e-01 4.6020100e-01
 7.2377168e-02 2.1020295e-03 2.3821434e-05 4.3433553e-07]"
"1100","1157703","Black","Black","Male","20-29","[1.7823871e-07 9.9997342e-01 2.6778173e-06 6.3548886e-09 9.2574709e-08
 2.1762080e-05 1.8230576e-06]","[2.5300440e-07 9.9998748e-01 1.6385305e-06 1.0571184e-05]","[9.9986237e-01 1.3759545e-04]","[1.3520010e-06 5.6591793e-03 2.1196833e-01 6.8470949e-01 9.5243558e-02
 2.4075119e-03 1.0403618e-05 1.2512908e-07 4.7799009e-09]"
"1101","180941","White","White","Male","20-29","[9.4868129e-01 7.7559653e-06 2.0173402e-03 5.2372711e-06 9.8105711e-06
 1.2408438e-04 4.9154475e-02]","[9.9984348e-01 1.5270292e-05 5.8934525e-06 1.3537894e-04]","[9.999373e-01 6.266811e-05]","[8.1408849e-08 1.9234546e-06 9.5916656e-04 6.0511672e-01 3.8963917e-01
 4.2730658e-03 9.8680512e-06 6.1779744e-08 1.3012348e-09]"
"1102","862145","Middle Eastern","White","Male","20-29","[2.8498501e-01 5.4017766e-03 2.6616633e-01 2.0307014e-04 8.5541565e-04
 6.1201770e-03 4.3626821e-01]","[0.71143943 0.19087693 0.00432644 0.09335714]","[9.9999964e-01 3.6438911e-07]","[1.3463735e-07 5.9001218e-06 1.5994343e-03 6.0416555e-01 3.8703489e-01
 7.1708118e-03 2.3083316e-05 1.3089222e-07 2.2458926e-09]"
"1103","929620","Latino_Hispanic","White","Male","20-29","[0.06316101 0.00454317 0.81080705 0.00092368 0.0042366  0.01326513
 0.10306339]","[0.7603637  0.08707967 0.08506982 0.06748685]","[9.999999e-01 1.111682e-07]","[4.8272989e-07 2.9729536e-05 8.2074925e-03 7.0157355e-01 2.8148234e-01
 8.6713182e-03 3.4568675e-05 5.0187299e-07 4.8011337e-09]"
"1104","798274","Black","Black","Male","30-39","[1.45890983e-04 9.91856873e-01 4.66341106e-03 1.38452115e-05
 3.10880772e-04 5.65133407e-04 2.44393828e-03]","[1.4061546e-04 9.9622029e-01 2.9593138e-03 6.7982962e-04]","[9.9999982e-01 1.4600246e-07]","[2.0818570e-06 1.8355739e-05 1.2043401e-03 4.1125947e-01 5.2704012e-01
 5.8879063e-02 1.5555890e-03 3.9144234e-05 1.8589244e-06]"
"1105","290069","Middle Eastern","White","Male","20-29","[1.7503458e-01 2.0465750e-05 1.0959703e-02 1.3753696e-04 2.3984963e-04
 1.3518193e-03 8.1225604e-01]","[9.8818773e-01 1.9051276e-04 7.3330000e-04 1.0888441e-02]","[9.9990046e-01 9.9495541e-05]","[1.6553261e-06 4.7473768e-05 3.4236137e-03 5.3750443e-01 4.4388461e-01
 1.5062687e-02 7.4697011e-05 8.7225646e-07 1.7116315e-08]"
"1106","153218","White","White","Male","30-39","[9.9964058e-01 1.0450829e-07 4.5264958e-05 2.2314225e-07 8.0196651e-07
 3.0923818e-06 3.1001793e-04]","[9.9960047e-01 2.0767066e-05 4.2913049e-05 3.3576347e-04]","[9.9999863e-01 1.3169016e-06]","[2.3679348e-08 8.3329326e-07 2.8557039e-04 4.2377341e-01 5.5907851e-01
 1.6820122e-02 4.1336018e-05 1.2852213e-07 2.7364211e-09]"
