"","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair","ID","black","Skin3"
"1605","White","White","Male","10-19","[5.9438670e-01 1.1919239e-03 3.3868682e-02 3.4885772e-04 1.1065577e-03
 5.9938589e-05 3.6903739e-01]","[9.7646236e-01 1.8711286e-02 4.5465375e-03 2.7983289e-04]","[9.9969304e-01 3.0694783e-04]","[9.3683587e-07 5.4847393e-03 7.6849049e-01 2.1002431e-01 1.5157499e-02
 8.2744512e-04 1.3849388e-05 7.0131654e-07 1.5892208e-08]","802862",0,"White"
"1606","White","White","Male","20-29","[8.6455977e-01 1.6895233e-06 1.6378751e-03 4.7186518e-06 9.1420061e-06
 3.1640898e-06 1.3378359e-01]","[9.9988395e-01 1.0753979e-05 6.5873581e-05 3.9489169e-05]","[9.999620e-01 3.801863e-05]","[1.4881156e-09 4.3388782e-06 1.4193359e-01 8.4742844e-01 1.0571314e-02
 6.2281913e-05 9.4043607e-08 9.8389596e-10 1.8324744e-11]","802863",0,"White"
"1607","White","White","Male","20-29","[9.8472154e-01 5.0199909e-05 4.0858123e-03 6.7891301e-06 3.3868680e-05
 7.0805004e-06 1.1094786e-02]","[9.9926227e-01 5.7362276e-04 5.3115102e-05 1.1101268e-04]","[9.9999946e-01 4.9547435e-07]","[3.2985024e-09 1.6067319e-06 1.6697958e-02 9.3660653e-01 4.6313781e-02
 3.7812183e-04 1.9641955e-06 2.4503450e-08 4.1442286e-10]","802864",0,"White"
"1608","White","White","Male","20-29","[9.8259312e-01 2.1936231e-04 6.2583303e-03 6.5870977e-06 1.9340654e-05
 3.0313058e-05 1.0872910e-02]","[9.5179057e-01 4.6299446e-02 1.0422430e-03 8.6776970e-04]","[9.9977338e-01 2.2665953e-04]","[3.8140357e-08 8.1247535e-06 5.6439105e-02 8.5707372e-01 8.0876246e-02
 5.4767532e-03 1.2276717e-04 3.1582897e-06 7.7604525e-08]","802899",0,"White"
"1609","White","White","Male","20-29","[9.8649478e-01 4.9160561e-05 2.3078502e-03 1.9537083e-06 1.1399867e-05
 8.3937493e-06 1.1126474e-02]","[9.9937135e-01 5.6212087e-04 3.9275787e-05 2.7307029e-05]","[1.0000000e+00 5.5826828e-09]","[1.8400749e-08 2.0098812e-06 4.3502524e-03 8.8119459e-01 1.1337842e-01
 1.0713249e-03 3.2709352e-06 4.7010772e-08 5.0920468e-10]","803023",0,"White"
"1610","White","White","Male","10-19","[9.2287028e-01 5.6574368e-06 4.6099829e-03 1.8740795e-05 1.2747559e-05
 2.7134663e-06 7.2479799e-02]","[9.9988705e-01 7.1000832e-05 2.8181179e-05 1.3796823e-05]","[9.9977100e-01 2.2907594e-04]","[1.1650850e-06 2.8980072e-03 7.7838975e-01 2.1027699e-01 8.1321029e-03
 2.9924206e-04 2.6892126e-06 4.8463608e-08 1.1322903e-09]","803025",0,"White"
"1611","Black","Black","Male","20-29","[2.6055889e-06 9.9927515e-01 9.7330601e-05 1.9276534e-07 6.5820263e-06
 6.1509648e-04 2.9430855e-06]","[5.5694777e-06 9.9880552e-01 2.8234092e-05 1.1607097e-03]","[9.9999785e-01 2.1139276e-06]","[8.0692320e-07 9.8385259e-05 1.7555254e-02 6.0421866e-01 3.2701069e-01
 4.9302027e-02 1.7477932e-03 6.3790649e-05 2.6512553e-06]","803028",1,"Black"
"1612","White","White","Male","30-39","[9.8975116e-01 6.4551983e-05 2.1798078e-03 6.1776313e-06 1.6659758e-05
 2.2483573e-05 7.9590743e-03]","[9.9953353e-01 1.4511347e-04 1.2761712e-04 1.9375875e-04]","[1.000000e+00 3.918164e-08]","[2.8060316e-07 1.5421676e-05 8.5450686e-04 3.2257485e-01 6.3326269e-01
 4.3006379e-02 2.8333024e-04 2.5891195e-06 3.1046209e-08]","803031",0,"White"
"1613","White","White","Male","20-29","[9.9654478e-01 8.7411981e-06 6.8021473e-04 9.9473773e-04 6.7832303e-04
 6.1039673e-06 1.0871203e-03]","[9.8636478e-01 2.4798044e-05 1.3552766e-02 5.7634657e-05]","[1.0000000e+00 1.8015294e-08]","[1.9092850e-07 1.8208390e-06 5.3154171e-04 5.0033152e-01 4.8883158e-01
 1.0248282e-02 5.4628850e-05 5.1301799e-07 9.6906945e-09]","803033",0,"White"
"1614","Black","Black","Male","30-39","[0.03680035 0.634644   0.1050521  0.00301018 0.01791443 0.00321421
 0.19936472]","[0.00453912 0.9611536  0.03202976 0.00227753]","[9.9999976e-01 2.6072573e-07]","[4.0571967e-06 1.1216337e-04 4.0957788e-03 4.3557355e-01 5.3169477e-01
 2.8179288e-02 3.3407743e-04 6.1827459e-06 1.8599954e-07]","803037",0,"Medium"
"1615","Black","Black","Male","30-39","[3.7391535e-03 7.0604253e-01 1.7640802e-01 1.7395058e-05 5.5182970e-04
 8.3387554e-02 2.9853441e-02]","[0.01600076 0.84960324 0.00102045 0.13337548]","[9.9999917e-01 8.2970024e-07]","[5.3897651e-07 5.3092135e-06 1.1997282e-03 1.8950579e-01 6.6576201e-01
 1.3945879e-01 3.9852494e-03 8.1366074e-05 1.2365517e-06]","803039",0,"Medium"
"1616","White","White","Male","10-19","[9.9854708e-01 3.2885006e-07 4.4543493e-05 6.3721900e-06 3.3063222e-06
 7.9478082e-07 1.3976613e-03]","[9.9995577e-01 5.3263821e-06 2.8635868e-05 1.0303342e-05]","[9.99893486e-01 1.06506624e-04]","[3.2009062e-08 3.5690918e-04 8.3270669e-01 1.6540043e-01 1.5016798e-03
 3.4082685e-05 1.8008025e-07 4.2701918e-09 2.6261224e-10]","803159",NA,NA
"1617","Latino_Hispanic","Black","Male","20-29","[1.0537704e-01 9.6986063e-02 7.8561723e-01 7.1882590e-05 3.3540651e-04
 4.2959526e-03 7.3164497e-03]","[0.01773837 0.9650909  0.00122136 0.01594939]","[9.9999928e-01 6.9256527e-07]","[1.7102140e-07 1.2288180e-06 3.0411251e-03 5.2945751e-01 4.2686921e-01
 3.9065156e-02 1.5430914e-03 2.2289958e-05 1.8723897e-07]","803174",0,"Medium"
"1618","White","White","Male","20-29","[8.1468815e-01 5.0503786e-06 2.9882312e-02 1.0413995e-03 8.4551616e-04
 9.6375623e-04 1.5257390e-01]","[9.9065489e-01 3.6749927e-05 3.0482521e-03 6.2601464e-03]","[9.9999750e-01 2.5307795e-06]","[3.8734147e-06 1.7730311e-04 3.2223906e-02 6.3545078e-01 2.9875794e-01
 3.2952297e-02 4.2763370e-04 6.1511264e-06 6.2692045e-08]","803175",0,"White"
"1619","Latino_Hispanic","Black","Male","20-29","[9.6140988e-03 4.0605295e-01 4.9876115e-01 3.8765249e-04 5.5462127e-03
 3.3521321e-02 4.6116639e-02]","[0.00814538 0.9849844  0.00314481 0.00372544]","[9.9999976e-01 2.4282730e-07]","[9.4462007e-07 1.9190955e-05 3.5824191e-03 5.5731118e-01 4.0686402e-01
 3.1820647e-02 3.9406470e-04 7.4221589e-06 9.0206143e-08]","803180",1,"Black"
"1620","Black","Black","Male","10-19","[2.8824441e-03 8.7312531e-01 1.0337907e-01 6.7398047e-05 1.6531846e-03
 1.1994180e-02 6.8984041e-03]","[5.0172606e-04 9.9557233e-01 2.8034186e-04 3.6455924e-03]","[9.9997574e-01 2.4310268e-05]","[2.4067313e-07 2.7990446e-03 8.0335832e-01 1.9196342e-01 1.8668837e-03
 1.1985676e-05 3.7137326e-08 1.6156628e-09 4.8433729e-11]","803181",NA,NA
"1621","White","White","Male","20-29","[9.9998391e-01 4.7647688e-08 1.8846745e-06 1.8983858e-08 4.0177692e-08
 5.5580404e-08 1.4043339e-05]","[9.9999970e-01 1.5376807e-07 3.0797025e-08 1.4645973e-07]","[1.0000000e+00 2.8612039e-08]","[3.9001966e-09 9.4420557e-07 1.0691183e-03 7.8823400e-01 2.0890643e-01
 1.7866619e-03 2.8580694e-06 9.7287245e-09 2.6579750e-10]","803182",0,"White"
"1622","Black","Black","Male","20-29","[6.5682121e-05 9.9647707e-01 2.4821891e-03 3.2540112e-07 1.5113346e-05
 3.3275879e-04 6.2685105e-04]","[1.24522257e-05 9.99874532e-01 9.07695267e-06 1.04022765e-04]","[9.9999994e-01 6.5537975e-08]","[3.1644865e-07 1.4428930e-05 7.9471646e-03 7.6034003e-01 2.2381531e-01
 7.8102457e-03 7.0616377e-05 1.8532819e-06 6.7487434e-08]","803185",1,"Black"
"1623","White","White","Male","20-29","[9.9891585e-01 3.2539105e-05 2.6044119e-04 7.3126330e-07 1.8294131e-06
 3.2713187e-06 7.8538025e-04]","[9.9486870e-01 4.7511254e-03 5.2976284e-05 3.2719751e-04]","[9.9999952e-01 4.6790154e-07]","[6.0986117e-08 4.3310106e-06 3.2647452e-03 5.4901594e-01 4.2647213e-01
 2.0777013e-02 4.6079251e-04 4.9144087e-06 6.1590825e-08]","803678",0,"White"
"1624","White","White","Male","20-29","[9.9910569e-01 6.9405637e-06 3.6089023e-04 9.7232783e-07 5.5856035e-06
 3.1855780e-07 5.1957770e-04]","[9.99371350e-01 4.97724919e-04 1.13756614e-04 1.71364118e-05]","[1.0000000e+00 3.2158493e-10]","[1.2096608e-09 1.9948900e-06 1.6593674e-02 9.5372564e-01 2.9541180e-02
 1.3727065e-04 3.1430361e-07 3.3479084e-09 2.8736714e-11]","803705",0,"White"
"1625","Black","Black","Male","30-39","[1.2498075e-04 9.6199852e-01 1.3006528e-02 1.9487359e-04 1.4381855e-02
 9.8842736e-03 4.0902401e-04]","[2.5034389e-05 9.9607950e-01 1.9976972e-03 1.8977362e-03]","[9.999821e-01 1.787531e-05]","[7.3851328e-07 2.1977626e-06 1.2840760e-03 3.2163107e-01 5.4182625e-01
 1.2531899e-01 9.4460500e-03 4.7060431e-04 2.0051415e-05]","803803",0,"Medium"
"1626","White","White","Male","20-29","[9.9950576e-01 3.7177739e-07 1.8057186e-05 2.9374570e-07 4.3407002e-07
 3.4983568e-06 4.7153819e-04]","[9.9995381e-01 1.3816406e-06 5.3169679e-06 3.9533788e-05]","[9.9999988e-01 8.6292836e-08]","[2.2723513e-07 5.9700640e-05 2.5638860e-02 8.6256891e-01 1.0706890e-01
 4.5919926e-03 7.0500319e-05 9.0724745e-07 1.7545284e-08]","804128",0,"White"
"1627","Middle Eastern","White","Male","20-29","[2.7257013e-01 1.7154233e-03 2.6379988e-01 3.0964936e-04 7.1261788e-04
 3.5422430e-03 4.5735005e-01]","[0.9596765  0.01233915 0.01093276 0.0170515 ]","[9.9999976e-01 2.2881149e-07]","[2.5202397e-07 1.1183854e-05 2.6857150e-03 7.0895523e-01 2.8230640e-01
 5.9902542e-03 5.0055038e-05 8.8657032e-07 9.9065494e-09]","804170",0,"Medium"
"1628","Latino_Hispanic","Indian","Male","20-29","[5.8880853e-03 3.0898753e-01 5.3518921e-01 4.1175782e-04 1.5425388e-02
 1.2099560e-01 1.3102394e-02]","[0.00738837 0.3359903  0.02041136 0.63621   ]","[9.9999982e-01 1.7767864e-07]","[3.7968482e-07 9.7513785e-06 3.5552306e-03 6.7679757e-01 3.1227231e-01
 7.3383055e-03 2.6050164e-05 3.6247991e-07 5.8290861e-09]","804181",0,"Medium"
"1629","Middle Eastern","Black","Male","20-29","[1.9387673e-01 3.9680727e-02 3.3557108e-01 8.0365455e-05 3.4419267e-04
 3.7151570e-03 4.2673177e-01]","[1.7354777e-01 8.2199723e-01 7.9372036e-04 3.6612593e-03]","[9.9999994e-01 8.2326096e-08]","[5.0553599e-08 1.0105958e-05 1.4892751e-02 8.9060432e-01 9.3259364e-02
 1.2257354e-03 7.5533690e-06 1.6215782e-07 1.7854855e-09]","804313",0,"White"
"1630","Black","Black","Male","30-39","[2.6118423e-07 9.9998629e-01 6.0821999e-06 8.1421465e-09 1.2400592e-07
 6.6750931e-06 4.9181739e-07]","[1.7664545e-06 9.9993306e-01 6.0766065e-06 5.9049413e-05]","[9.9999905e-01 9.2801145e-07]","[4.7508362e-08 1.9180015e-06 7.1115803e-04 3.2076448e-01 6.1347651e-01
 6.4561769e-02 4.8167096e-04 2.4051349e-06 8.3371020e-08]","804322",1,"Black"
"1631","Black","Black","Male","30-39","[1.2700375e-03 9.7506052e-01 1.9503923e-02 6.2349635e-08 2.0354958e-06
 2.1217386e-03 2.0416933e-03]","[4.9679488e-04 9.9882990e-01 3.9391048e-06 6.6932233e-04]","[1.0000000e+00 1.7879644e-09]","[1.4090367e-08 2.5134409e-07 6.0230313e-04 4.2494389e-01 5.2552044e-01
 4.7931153e-02 9.9175342e-04 1.0242304e-05 5.1711122e-08]","804339",NA,NA
"1632","Latino_Hispanic","White","Male","30-39","[4.1910347e-01 3.0935151e-03 4.2201480e-01 2.4238834e-05 1.4146020e-04
 2.5236510e-02 1.3038589e-01]","[0.6510707  0.0154645  0.00153828 0.33192655]","[9.9999714e-01 2.8724892e-06]","[6.64435973e-09 8.03583902e-08 3.16206897e-05 6.88954592e-02
 8.29824388e-01 1.00780405e-01 4.66905010e-04 1.19035735e-06
 8.01214384e-09]","804396",0,"White"
"1633","East Asian","Asian","Male","30-39","[9.3906457e-03 9.9133809e-05 1.0449359e-02 5.5312836e-01 4.2627650e-01
 4.8793526e-04 1.6804559e-04]","[2.2614603e-03 1.4357740e-03 9.9577367e-01 5.2906323e-04]","[9.9999869e-01 1.2960711e-06]","[2.2504048e-07 4.2317097e-06 2.6262270e-03 2.2548972e-01 4.9297664e-01
 2.3742136e-01 3.9447814e-02 2.0065506e-03 2.7246841e-05]","804434",0,"Medium"
"1634","White","White","Male","20-29","[9.9948996e-01 1.7657205e-06 3.0116457e-04 5.2894717e-07 1.3941838e-06
 1.7886247e-06 2.0336083e-04]","[9.9998152e-01 3.1737338e-06 2.3621440e-06 1.2958228e-05]","[9.9999893e-01 1.0915915e-06]","[1.9772797e-07 2.9236634e-04 1.2841873e-01 8.5385150e-01 1.7321004e-02
 1.1577784e-04 3.5470003e-07 5.0340732e-09 1.9937009e-10]","804508",0,"White"
"1635","White","White","Male","20-29","[9.0575838e-01 1.5830086e-05 2.0609288e-02 5.3391512e-04 7.0657628e-04
 5.8115047e-04 7.1794905e-02]","[9.9864304e-01 9.2945607e-05 7.0634688e-04 5.5771309e-04]","[9.9999994e-01 9.6478566e-08]","[2.7884673e-06 8.7708549e-04 3.5074085e-02 8.0641907e-01 1.5496941e-01
 2.6498004e-03 7.6439974e-06 9.8391610e-08 1.1861878e-09]","804512",0,"White"
"1636","Latino_Hispanic","Black","Male","20-29","[0.05238265 0.11176487 0.62896746 0.00352257 0.02840201 0.04145887
 0.13350162]","[0.04140208 0.48767692 0.39996758 0.07095338]","[9.999849e-01 1.509346e-05]","[3.1707205e-07 1.7983823e-05 9.6326945e-03 7.1596557e-01 2.6378930e-01
 1.0502771e-02 8.9512832e-05 1.7581509e-06 4.1955921e-08]","804554",0,"Medium"
"1637","White","White","Male","20-29","[4.5411766e-01 6.8358175e-05 1.0879887e-01 8.8600488e-04 1.0591042e-03
 3.5666258e-03 4.3150339e-01]","[0.8923832  0.01253153 0.03568773 0.05939753]","[9.9999678e-01 3.2011194e-06]","[2.5203581e-06 9.5877920e-05 1.1357992e-02 6.5288174e-01 3.2751709e-01
 8.1149219e-03 2.9493822e-05 3.6096455e-07 4.9802367e-09]","804613",0,"White"
"1638","Black","Black","Male","20-29","[1.7047262e-06 9.9991125e-01 6.4249019e-05 5.9004934e-09 2.4059509e-07
 8.8505476e-06 1.3704771e-05]","[3.0717085e-06 9.9998695e-01 2.5826487e-06 7.4150898e-06]","[9.9999994e-01 4.2320384e-08]","[9.7412753e-09 5.9974906e-07 7.2477746e-04 6.4517117e-01 3.4839475e-01
 5.6939567e-03 1.4778877e-05 8.4606924e-08 2.5883027e-09]","804621",1,"Black"
"1639","White","White","Male","20-29","[7.3292416e-01 2.8126614e-04 2.1699406e-01 7.8030665e-05 1.5697298e-04
 8.8228373e-04 4.8683230e-02]","[9.9595094e-01 9.6978014e-04 1.8355819e-04 2.8956321e-03]","[9.999847e-01 1.526375e-05]","[1.7930968e-07 9.6111784e-05 9.6140012e-02 7.6355284e-01 1.3581409e-01
 4.3663881e-03 3.0020545e-05 2.9301540e-07 4.0999555e-09]","804629",0,"White"
"1640","Black","Black","Male","30-39","[1.0015897e-05 9.9771565e-01 4.7312144e-04 3.3643339e-06 1.8969139e-04
 1.5884981e-03 1.9604295e-05]","[9.7965412e-06 9.9960643e-01 1.3901073e-05 3.6984310e-04]","[9.999367e-01 6.336462e-05]","[1.2146783e-06 1.0559192e-05 9.2627050e-04 2.1966754e-01 6.9335389e-01
 8.3960406e-02 2.0565081e-03 2.2694358e-05 9.6013662e-07]","804764",1,"Black"
"1641","White","White","Male","20-29","[9.9983954e-01 1.4517813e-07 1.6494228e-05 3.5782958e-07 5.6813337e-07
 4.3226459e-07 1.4244439e-04]","[9.9991584e-01 5.5046148e-05 6.7748438e-06 2.2378525e-05]","[9.9999505e-01 4.9364830e-06]","[7.3909696e-08 2.7647236e-05 5.2496143e-02 8.3332241e-01 1.0648686e-01
 7.5737303e-03 9.2218477e-05 8.7124823e-07 1.6421893e-08]","804901",0,"White"
"1642","White","White","Male","20-29","[9.87546206e-01 3.25758097e-04 1.05437515e-02 2.09629834e-05
 1.02222875e-04 2.54723382e-05 1.43563515e-03]","[9.9444342e-01 4.4439482e-03 4.8806466e-04 6.2457152e-04]","[1.0000000e+00 3.2148222e-08]","[5.06166380e-08 1.99935403e-06 3.74193559e-03 8.22960436e-01
 1.66250497e-01 6.92214165e-03 1.20501994e-04 2.35751963e-06
 4.50080826e-08]","804909",0,"White"
"1643","White","White","Male","20-29","[9.9574953e-01 1.0557576e-06 1.7294241e-04 2.8715619e-06 6.2408426e-06
 4.1524568e-06 4.0631783e-03]","[9.9967635e-01 5.7184985e-05 2.3034336e-04 3.6125915e-05]","[0.9976877  0.00231228]","[1.49755795e-06 3.47842084e-04 5.88759817e-02 8.14355433e-01
 1.24044485e-01 2.36186688e-03 1.27518961e-05 1.62801712e-07
 9.41101952e-09]","804932",0,"White"
"1644","Middle Eastern","White","Male","30-39","[1.9758340e-02 1.0587486e-03 2.7636178e-02 1.4921883e-06 9.3513645e-06
 1.4315487e-02 9.3722045e-01]","[0.7015728  0.15530032 0.00189352 0.14123328]","[9.9999851e-01 1.4956572e-06]","[1.8046653e-07 5.7461552e-06 5.6487933e-04 2.6509121e-01 6.8246740e-01
 5.1529836e-02 3.3797490e-04 2.7146777e-06 4.2378225e-08]","804980",0,"White"
"1645","Latino_Hispanic","White","Male","20-29","[0.33808804 0.00062352 0.48592523 0.0058456  0.00633606 0.00346233
 0.15971927]","[0.8780316  0.00403213 0.10898261 0.00895369]","[9.9999964e-01 3.7515204e-07]","[2.7933163e-06 1.4600603e-04 2.0976318e-02 6.6572118e-01 3.0511451e-01
 7.9918727e-03 4.6345980e-05 9.2388802e-07 8.2501073e-09]","805078",0,"Medium"
"1646","White","White","Male","20-29","[7.5680017e-01 5.2257563e-04 5.8955424e-02 4.0475337e-05 1.0086713e-04
 8.7314349e-04 1.8270727e-01]","[9.8873621e-01 5.7102940e-03 4.9083505e-04 5.0626732e-03]","[9.9997914e-01 2.0837902e-05]","[1.7382508e-06 4.2102300e-05 3.1429939e-03 5.5060756e-01 4.2659953e-01
 1.9357370e-02 2.4648072e-04 2.2804338e-06 3.7119339e-08]","805096",0,"White"
"1647","Black","Black","Male","20-29","[2.6722075e-06 9.9996352e-01 1.1810263e-05 2.4637787e-09 6.5085771e-08
 1.3454949e-05 8.3440327e-06]","[1.7252584e-07 9.9999940e-01 1.0271173e-07 3.0617275e-07]","[9.9999034e-01 9.6129424e-06]","[6.1146525e-06 3.4620834e-03 3.9558005e-02 6.2481904e-01 3.1499630e-01
 1.6956288e-02 1.9214991e-04 9.5266496e-06 4.7004008e-07]","805123",1,"Black"
"1648","Latino_Hispanic","Black","Male","20-29","[7.0188008e-02 4.0776145e-02 8.3619475e-01 1.4248394e-04 1.9556030e-03
 2.9928712e-02 2.0814300e-02]","[0.19980408 0.6254088  0.0080999  0.16668724]","[9.9999970e-01 2.6511609e-07]","[6.5094093e-07 1.7390679e-05 1.8054644e-03 6.3247585e-01 3.6061779e-01
 5.0656209e-03 1.7097804e-05 2.1565396e-07 3.0711229e-09]","805137",0,"Medium"
"1649","Middle Eastern","Black","Male","20-29","[1.6165486e-02 1.7617544e-02 2.6787528e-01 6.6083751e-04 2.2587355e-03
 2.6875135e-02 6.6854697e-01]","[0.07353693 0.77922577 0.03357135 0.11366598]","[9.9999964e-01 3.2915983e-07]","[3.8709545e-06 1.7709039e-04 1.3469622e-02 4.7049016e-01 4.5997334e-01
 5.4834396e-02 1.0283758e-03 2.2934177e-05 1.8817433e-07]","805243",0,"Medium"
"1650","Middle Eastern","White","Male","20-29","[4.2482260e-01 2.8303999e-04 1.3483678e-01 8.3308778e-04 1.1115409e-03
 3.6357904e-03 4.3447721e-01]","[0.95593953 0.00096962 0.0089146  0.0341762 ]","[9.9999857e-01 1.4123178e-06]","[8.6652398e-07 6.3183994e-05 1.0072995e-02 7.8899771e-01 1.9870368e-01
 2.1562995e-03 5.2324935e-06 6.8467557e-08 7.3420009e-10]","805245",0,"Medium"
"1651","Black","Black","Male","20-29","[8.5185065e-06 9.9971187e-01 2.4158384e-04 9.0014559e-08 2.7780859e-06
 2.9691035e-05 5.5523356e-06]","[2.2540213e-05 9.9995393e-01 9.9973740e-06 1.3582576e-05]","[1.0000000e+00 1.0680166e-08]","[4.7716995e-08 1.1119685e-06 3.1810277e-03 6.2968081e-01 3.1587324e-01
 4.8544873e-02 2.6317483e-03 8.5316846e-05 1.8318370e-06]","805465",1,"Black"
"1652","White","White","Male","30-39","[9.5877618e-01 1.4974838e-04 2.6116831e-02 1.7021555e-05 3.4127464e-05
 3.9361397e-04 1.4512568e-02]","[9.9488688e-01 8.9043425e-04 1.1305488e-03 3.0921714e-03]","[9.9999982e-01 1.6395776e-07]","[1.2654131e-06 2.1206640e-06 6.7460642e-04 1.5775871e-01 6.1145675e-01
 2.1724519e-01 1.2709470e-02 1.5098957e-04 9.5294916e-07]","805712",0,"White"
"1653","Middle Eastern","White","Male","20-29","[6.6935070e-02 1.4766172e-03 4.3709353e-01 2.9503641e-05 1.4059937e-04
 3.4874105e-03 4.9083722e-01]","[0.8970629  0.02251429 0.00832053 0.07210232]","[9.9999815e-01 1.8977379e-06]","[2.8433919e-06 2.0202840e-04 2.4136262e-02 7.7621567e-01 1.9191319e-01
 7.4823466e-03 4.6600588e-05 9.8600492e-07 1.1532876e-08]","805983",0,"Medium"
"1654","White","White","Male","30-39","[9.7369730e-01 8.2092476e-05 3.2438727e-03 2.9526399e-07 2.9194207e-06
 6.4013773e-05 2.2909403e-02]","[9.9948812e-01 1.3739520e-04 6.7407650e-06 3.6776238e-04]","[9.9999851e-01 1.4674071e-06]","[2.8630294e-07 5.3663525e-06 3.3599383e-04 2.1772933e-01 7.2114116e-01
 6.0521048e-02 2.6403193e-04 2.7014551e-06 3.5599676e-08]","806008",0,"White"
"1655","Middle Eastern","White","Male","20-29","[3.2757860e-01 9.6835505e-04 1.6206171e-01 7.1146642e-05 2.5144161e-04
 3.4066546e-03 5.0566208e-01]","[0.7779876  0.13870542 0.00506755 0.07823944]","[9.9999565e-01 4.3037585e-06]","[2.2339617e-07 1.0110173e-05 1.9662862e-03 5.6654906e-01 4.2244652e-01
 9.0018716e-03 2.5647547e-05 2.4517635e-07 3.3519107e-09]","806015",0,"White"
"1656","White","White","Male","20-29","[9.5734310e-01 2.0536439e-05 5.0980225e-03 1.5035553e-06 9.4796205e-06
 1.2439577e-04 3.7402943e-02]","[9.9683458e-01 2.1061632e-03 5.2166253e-04 5.3759350e-04]","[9.9999905e-01 8.9253115e-07]","[4.2660716e-07 4.1414823e-04 2.8849575e-01 5.6428969e-01 1.2041644e-01
 2.5957437e-02 4.2050864e-04 5.5245700e-06 6.8678027e-08]","806019",0,"White"
"1657","White","White","Male","20-29","[0.3757257  0.00039645 0.2467197  0.00202187 0.00227363 0.01335068
 0.35951194]","[9.4123638e-01 6.2888209e-04 1.2250463e-02 4.5884259e-02]","[9.9997455e-01 2.5481773e-05]","[6.4491608e-08 3.7904492e-06 2.6657011e-03 7.3939443e-01 2.5663123e-01
 1.3024491e-03 2.3364687e-06 4.7944013e-08 7.6194312e-10]","806058",0,"White"
"1658","White","White","Male","10-19","[9.8303270e-01 7.0104902e-06 3.2365840e-04 4.4296894e-06 6.6817170e-06
 2.1362152e-06 1.6623499e-02]","[9.9805337e-01 1.9145077e-03 2.1715132e-05 1.0460546e-05]","[9.9963140e-01 3.6858846e-04]","[2.0923112e-06 1.2158506e-03 4.9225670e-01 4.9141875e-01 1.4686663e-02
 4.1663210e-04 3.1909303e-06 1.2055561e-07 4.2784718e-09]","806394",0,"White"
"1659","Indian","Black","Male","20-29","[0.00109411 0.23029271 0.09947253 0.00384018 0.18425128 0.47992015
 0.00112906]","[0.00136157 0.4917376  0.04101037 0.46589047]","[9.9999237e-01 7.6143297e-06]","[3.9878810e-07 1.4166922e-03 3.5330197e-01 6.2796479e-01 1.7034288e-02
 2.7946054e-04 2.3263310e-06 8.5568971e-08 2.6137996e-09]","806515",1,"Black"
"1660","Latino_Hispanic","Indian","Male","10-19","[2.8156456e-02 7.2637029e-02 5.2880085e-01 1.8899421e-04 3.5987918e-03
 1.0965125e-02 3.5565278e-01]","[0.05526509 0.33063698 0.02524889 0.58884907]","[9.9999839e-01 1.6249865e-06]","[4.4602437e-08 9.6856046e-04 8.9344448e-01 1.0481542e-01 7.5931690e-04
 1.2026155e-05 7.9929222e-08 5.3782983e-09 7.6652372e-11]","806590",0,"Medium"
"1661","Latino_Hispanic","Indian","Male","30-39","[6.41803518e-02 3.03685735e-03 5.03903329e-01 3.15742764e-05
 2.05981662e-04 1.12410784e-01 3.16231161e-01]","[0.17242901 0.01899361 0.00313058 0.8054468 ]","[9.9999887e-01 1.1467911e-06]","[2.4216911e-07 9.1556758e-06 2.5434382e-03 4.8046786e-01 5.0342810e-01
 1.3511001e-02 3.9939201e-05 3.0633748e-07 3.3965983e-09]","806964",NA,NA
"1662","Middle Eastern","White","Male","30-39","[1.4534349e-02 2.1986970e-04 1.6101060e-02 1.1876196e-04 2.6134629e-04
 1.0947877e-03 9.6766979e-01]","[0.93811536 0.00602044 0.01745323 0.03841098]","[9.9999946e-01 5.5582410e-07]","[5.8664398e-07 1.3841387e-05 1.3635308e-03 4.0123007e-01 5.7661510e-01
 2.0668197e-02 1.0662100e-04 2.0822370e-06 2.3141206e-08]","806968",0,"Medium"
