"","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair","ID","black","Skin3"
"6364","White","White","Male","20-29","[9.9523222e-01 1.3830225e-05 6.8418420e-04 1.2500976e-06 4.8315969e-06
 1.9378680e-05 4.0443656e-03]","[9.9887681e-01 1.4823323e-04 2.5419886e-05 9.4950903e-04]","[9.9999863e-01 1.4254375e-06]","[1.12170305e-07 6.96655115e-05 5.71401753e-02 8.85645628e-01
 5.59552349e-02 1.18289189e-03 6.15754334e-06 1.22718660e-07
 2.14550555e-09]","1084005",NA,NA
"6365","Black","Black","Male","20-29","[1.0177150e-06 9.9992174e-01 1.6491786e-05 2.5024741e-08 8.6569236e-07
 5.3853160e-05 6.0438979e-06]","[4.8003221e-07 9.9997455e-01 4.9982987e-06 1.9942516e-05]","[9.9998862e-01 1.1315609e-05]","[5.2069264e-08 4.3184398e-05 4.1067980e-02 7.9278511e-01 1.5760052e-01
 8.4041981e-03 9.5367788e-05 3.4590735e-06 1.5335783e-07]","1084043",1,"Black"
"6366","White","White","Male","20-29","[7.9414624e-01 1.4008929e-04 4.0994793e-02 1.6935648e-04 4.3514269e-04
 1.5125728e-04 1.6396311e-01]","[9.9755442e-01 3.6030999e-04 1.0738848e-03 1.0114148e-03]","[9.9999291e-01 7.1091476e-06]","[2.1283531e-08 4.5214465e-06 1.1817587e-02 9.2169112e-01 6.6170335e-02
 3.1565514e-04 7.3557999e-07 1.0277616e-08 1.6098076e-10]","1084081",0,"Medium"
"6367","Black","Indian","Male","10-19","[8.3624525e-03 5.1451290e-01 2.1351896e-01 1.6207928e-04 8.7047834e-03
 1.8772438e-01 6.7014523e-02]","[0.00149581 0.09535651 0.00694624 0.89620143]","[0.99528605 0.00471399]","[2.5821089e-06 4.1002963e-02 9.2371094e-01 3.2884475e-02 2.2432231e-03
 1.5254055e-04 3.1410284e-06 1.8343275e-07 7.7691240e-09]","1084122",NA,NA
"6368","White","White","Male","20-29","[9.9899203e-01 7.4103934e-07 2.8338822e-05 1.9852857e-06 2.4750718e-06
 4.1460919e-07 9.7409589e-04]","[9.9873537e-01 1.1183481e-03 1.2989984e-04 1.6404536e-05]","[9.999987e-01 1.277924e-06]","[7.2343120e-08 5.4773627e-06 4.5209089e-03 6.1785930e-01 3.5644302e-01
 2.0514121e-02 6.4727833e-04 9.6678195e-06 2.2646901e-07]","1084268",0,"White"
"6369","White","White","Male","20-29","[9.9337459e-01 5.5579847e-05 3.1918797e-03 1.3959078e-05 2.4332632e-05
 2.0968500e-06 3.3375917e-03]","[9.9973637e-01 6.4577755e-05 1.8000000e-04 1.9063556e-05]","[9.998859e-01 1.140905e-04]","[4.1055412e-08 1.6437314e-04 4.1059092e-01 5.7301790e-01 1.5674904e-02
 5.4303010e-04 8.5257197e-06 3.2751825e-07 8.4960279e-09]","1084284",0,"White"
"6370","Black","Black","Male","20-29","[2.0167047e-06 9.9989945e-01 5.5288463e-05 1.5656322e-08 5.4874999e-07
 3.5048564e-05 7.6683082e-06]","[8.5777237e-06 9.9978071e-01 9.1323454e-06 2.0153525e-04]","[9.9999994e-01 5.2260393e-08]","[2.0685867e-07 5.1026436e-05 1.7653946e-02 7.2614259e-01 2.4183761e-01
 1.4092710e-02 2.1711645e-04 4.6427881e-06 1.2492883e-07]","1084293",NA,NA
"6371","White","White","Male","20-29","[8.0603909e-01 5.8884641e-05 9.1334388e-02 3.4048803e-02 8.7525146e-03
 5.1006913e-04 5.9256267e-02]","[0.78001606 0.00110596 0.21370754 0.00517043]","[9.9999785e-01 2.1432247e-06]","[3.6316663e-08 3.0367923e-05 1.6653143e-01 7.8918123e-01 4.3547835e-02
 7.0497440e-04 4.0323207e-06 9.2224894e-08 7.8453194e-10]","1084295",0,"White"
"6372","White","White","Male","20-29","[9.9995387e-01 1.4006606e-07 1.2011222e-05 1.2228033e-07 2.5308410e-07
 3.1185775e-07 3.3268592e-05]","[9.9999899e-01 2.4370371e-07 5.0169206e-07 3.0108151e-07]","[9.999999e-01 1.306604e-07]","[2.5085834e-08 3.3460397e-05 9.8369308e-02 8.5937607e-01 4.0498897e-02
 1.7030512e-03 1.8889861e-05 2.5285397e-07 4.7548578e-09]","1084356",NA,NA
"6373","White","White","Male","20-29","[8.8947439e-01 7.6378339e-05 1.0139635e-02 4.9376704e-05 7.3298448e-05
 5.7374389e-04 9.9613115e-02]","[9.9188966e-01 1.3792746e-03 8.0792321e-04 5.9231566e-03]","[9.999992e-01 7.290202e-07]","[4.79602977e-06 1.34563292e-04 3.35996598e-03 5.44480741e-01
 4.38747197e-01 1.32168615e-02 5.51184858e-05 7.83246719e-07
 1.79456645e-08]","1084367",NA,NA
"6374","White","White","Male","20-29","[9.9792057e-01 1.6866499e-06 5.5277441e-04 4.1513067e-06 1.1828950e-05
 3.9281917e-06 1.5050352e-03]","[9.998934e-01 8.706473e-06 9.000880e-05 7.917342e-06]","[9.9999982e-01 1.2794037e-07]","[8.4334533e-07 1.6648372e-04 2.0996591e-02 7.1387118e-01 2.5578648e-01
 9.1131413e-03 6.4630367e-05 7.2523568e-07 1.2508169e-08]","1084381",0,"White"
"6375","White","White","Male","30-39","[9.9957526e-01 3.3999495e-06 7.7779012e-05 1.4971232e-04 8.9239489e-05
 1.0425748e-06 1.0359738e-04]","[9.7747272e-01 1.7813728e-04 2.2333661e-02 1.5449819e-05]","[1.0000000e+00 1.2038141e-08]","[4.8769471e-07 4.8511029e-06 2.4608563e-04 2.5463310e-01 6.7326742e-01
 7.0681319e-02 1.1454548e-03 2.0660054e-05 6.6230655e-07]","1084399",0,"White"
"6376","Middle Eastern","White","Male","20-29","[2.8306586e-01 4.0376332e-04 1.7771819e-01 1.9265683e-03 5.1568411e-03
 1.2055712e-03 5.3052324e-01]","[0.9673273  0.00186343 0.0263587  0.00445066]","[9.999940e-01 6.035893e-06]","[1.4649714e-07 2.8935896e-04 3.0223188e-01 6.6975939e-01 2.7487395e-02
 2.3093761e-04 8.2104560e-07 3.6730867e-08 5.7477645e-10]","1084416",0,"White"
"6377","White","White","Male","10-19","[6.8954599e-01 8.0191458e-05 1.3390368e-01 4.3434370e-03 5.5337413e-03
 4.5023137e-03 1.6209064e-01]","[9.7417277e-01 3.4929591e-04 1.1339396e-02 1.4138549e-02]","[1.0000000e+00 1.1859038e-08]","[4.0772261e-07 1.0660285e-03 6.4680260e-01 3.4134850e-01 1.0572659e-02
 2.0856479e-04 1.2793092e-06 3.7510890e-08 3.2273464e-10]","1084423",0,"White"
"6378","White","White","Male","30-39","[9.6145684e-01 8.1617606e-04 8.7926621e-03 2.7137257e-05 1.2334576e-04
 1.2284939e-04 2.8661024e-02]","[9.8548448e-01 1.2357667e-02 1.4018696e-03 7.5602875e-04]","[1.000000e+00 9.149877e-09]","[3.8477076e-08 1.2996875e-06 1.5367579e-04 2.2554126e-01 7.2971541e-01
 4.4401132e-02 1.8568190e-04 1.4535945e-06 1.7512253e-08]","1084463",0,"White"
"6379","Latino_Hispanic","Black","Male","20-29","[3.95910665e-02 1.04706556e-01 8.39634120e-01 2.39272180e-04
 3.81852756e-03 6.81031728e-04 1.13295289e-02]","[0.41027808 0.5138452  0.01302771 0.06284903]","[9.999999e-01 9.111479e-08]","[6.7063311e-08 2.5333377e-06 5.9866938e-03 6.9637239e-01 2.8894874e-01
 8.6010788e-03 8.7346321e-05 1.2157997e-06 1.2351883e-08]","1084464",0,"Medium"
"6380","Middle Eastern","White","Male","20-29","[4.7618899e-02 1.5639882e-05 2.2469364e-02 8.5634289e-05 1.9965530e-04
 3.1845106e-03 9.2642629e-01]","[0.6853027  0.00120479 0.0268313  0.28666127]","[9.9999857e-01 1.4622850e-06]","[6.3253392e-06 2.7081068e-03 5.4580279e-02 8.7919587e-01 6.2747717e-02
 7.6046522e-04 1.1321732e-06 2.4680281e-08 4.6080964e-10]","1084651",NA,NA
"6381","Middle Eastern","White","Male","20-29","[3.8195533e-01 6.0842437e-04 1.2786502e-01 1.6115280e-04 5.1186635e-04
 6.0343733e-03 4.8286378e-01]","[9.7755468e-01 8.1810978e-04 8.3169620e-03 1.3310199e-02]","[9.9999982e-01 1.6684479e-07]","[9.3671241e-07 2.6431101e-04 3.4318101e-02 8.6296314e-01 1.0136448e-01
 1.0864844e-03 2.5343386e-06 4.5439119e-08 6.6829087e-10]","1084657",NA,NA
"6382","White","White","Male","20-29","[9.7207469e-01 1.4175879e-04 1.8487887e-02 9.1621871e-05 1.8483991e-04
 2.3806405e-03 6.6385409e-03]","[9.9149323e-01 1.6965152e-04 4.0292038e-04 7.9342397e-03]","[9.999313e-01 6.874487e-05]","[3.9304702e-08 9.7708662e-06 3.2415759e-02 9.0351760e-01 6.3457221e-02
 5.9667259e-04 2.9824237e-06 4.3804558e-08 1.1065143e-09]","1084659",0,"Medium"
"6383","White","White","Male","20-29","[9.3246734e-01 5.4920938e-06 1.2191344e-03 2.2282175e-05 1.8861623e-05
 1.3854006e-05 6.6253059e-02]","[9.9898469e-01 3.2169477e-04 2.0556602e-04 4.8806626e-04]","[9.9965286e-01 3.4710893e-04]","[2.4208425e-08 4.7647450e-06 3.1830881e-02 8.8810062e-01 7.8615464e-02
 1.4376919e-03 1.0366443e-05 1.6306059e-07 4.9790252e-09]","1084689",NA,NA
"6384","White","White","Male","20-29","[9.85577166e-01 3.31678420e-05 9.98862181e-03 1.19509765e-04
 1.88206672e-04 9.14172924e-05 4.00186004e-03]","[9.9951398e-01 2.4460689e-05 1.9756109e-04 2.6406048e-04]","[9.9998146e-01 1.8495697e-05]","[1.4775530e-07 9.2645614e-06 1.0951357e-02 6.7371768e-01 3.0315647e-01
 1.1995482e-02 1.6844105e-04 1.1830579e-06 2.6534023e-08]","1084706",0,"White"
"6385","White","White","Male","20-29","[0.4641193  0.00601925 0.14784193 0.00212326 0.00298716 0.0028811
 0.37402806]","[0.80426925 0.10314613 0.01387551 0.07870905]","[9.999731e-01 2.686766e-05]","[2.9658494e-07 1.0393840e-05 1.9368006e-02 6.9676214e-01 2.7018642e-01
 1.3446407e-02 2.2197906e-04 4.2563179e-06 7.5342967e-08]","1084709",NA,NA
"6386","Middle Eastern","White","Male","20-29","[0.21099265 0.00502554 0.34336054 0.01636284 0.05220793 0.00352633
 0.36852422]","[0.5101731  0.02153959 0.4580831  0.01020416]","[9.999999e-01 6.364770e-08]","[1.7577803e-06 4.5066576e-05 1.2528821e-02 7.7431273e-01 2.0469977e-01
 8.2401708e-03 1.6182526e-04 9.7801531e-06 1.1395538e-07]","1084730",0,"White"
"6387","Black","Black","Male","20-29","[6.5345601e-05 9.9976218e-01 7.7649544e-05 3.6539323e-08 5.6085122e-07
 4.4211345e-05 4.9962775e-05]","[6.2966597e-04 9.9911278e-01 1.2628846e-04 1.3128846e-04]","[1.0000000e+00 2.2319083e-08]","[1.5638730e-07 5.9485941e-05 3.9464002e-03 5.1874989e-01 4.6124333e-01
 1.5903732e-02 9.6105381e-05 8.6322069e-07 1.7103494e-08]","1084737",1,"Black"
"6388","White","White","Male","10-19","[7.49062777e-01 1.09489165e-05 1.89563422e-03 3.79488483e-05
 6.94058763e-05 4.15550312e-05 2.48881653e-01]","[9.9978793e-01 4.7215326e-05 1.1132280e-04 5.3562337e-05]","[9.9999988e-01 8.1235655e-08]","[1.5242209e-08 1.8054277e-04 6.5593493e-01 3.4292513e-01 9.5544674e-04
 3.9911502e-06 5.3591847e-09 1.6020869e-10 1.7751284e-12]","1084746",0,"White"
"6389","White","White","Male","20-29","[6.4231008e-01 2.4619300e-03 1.0410221e-01 1.5619711e-04 3.1568066e-04
 1.4100078e-03 2.4924386e-01]","[0.9453601  0.03828682 0.01218401 0.00416906]","[9.9999988e-01 5.8322318e-08]","[7.67906627e-08 1.11579611e-05 1.57197174e-02 8.20295870e-01
 1.58279642e-01 5.62662398e-03 6.57425117e-05 1.17229706e-06
 1.24031985e-08]","1084747",0,"White"
"6390","White","White","Male","20-29","[9.4916713e-01 6.4945125e-05 2.9950947e-02 1.8563165e-04 6.4097118e-04
 2.6597391e-04 1.9724511e-02]","[0.9667789  0.00229166 0.02514254 0.00578697]","[1.0000000e+00 1.7668972e-08]","[1.77723862e-08 1.88604117e-05 1.08797744e-01 8.56739461e-01
 3.37005556e-02 7.38060044e-04 5.24865527e-06 1.11511937e-07
 8.91368312e-10]","1084754",NA,NA
"6391","Black","Black","Male","20-29","[1.5840403e-06 9.9938554e-01 1.0749419e-04 6.7773897e-07 4.4065171e-05
 4.5888292e-04 1.8256704e-06]","[7.2129101e-06 9.9950325e-01 1.9660203e-05 4.6989555e-04]","[9.9999934e-01 6.9885431e-07]","[3.1386511e-09 5.0672833e-07 1.6860306e-03 6.7342496e-01 3.1898567e-01
 5.8593871e-03 4.3276585e-05 1.9842253e-07 9.1944088e-09]","1084770",NA,NA
"6392","Middle Eastern","White","Male","20-29","[1.8892764e-01 6.1735319e-04 2.9373416e-01 3.1950278e-04 7.8998104e-04
 1.3187303e-02 5.0242406e-01]","[0.5847478  0.00903876 0.00252697 0.4036865 ]","[9.999991e-01 8.529597e-07]","[1.8302225e-06 4.1728310e-04 3.2257423e-02 7.6457465e-01 1.9177373e-01
 1.0840668e-02 1.3249110e-04 1.8980244e-06 2.4087388e-08]","1084771",0,"Medium"
"6393","White","White","Male","20-29","[9.9821526e-01 3.3704634e-07 2.1107408e-05 2.3520313e-06 3.3990359e-06
 1.6264369e-07 1.7574644e-03]","[9.9994844e-01 4.4635144e-05 5.5421492e-06 1.3552523e-06]","[9.999560e-01 4.396228e-05]","[1.1117636e-06 2.5712972e-04 9.2509247e-02 7.8304356e-01 1.1924603e-01
 4.9077733e-03 3.4708588e-05 5.3095732e-07 2.0374706e-08]","1084772",NA,NA
"6394","Middle Eastern","White","Male","30-39","[1.2784854e-01 2.3056397e-03 2.7977762e-01 1.5506201e-04 5.6738395e-04
 1.0758151e-02 5.7858765e-01]","[0.96055794 0.01562459 0.00346968 0.02034783]","[9.9999291e-01 7.0632027e-06]","[9.6974354e-06 9.8165117e-05 2.1112298e-03 3.3381113e-01 6.1595082e-01
 4.7536813e-02 4.7436752e-04 7.6197362e-06 9.7225872e-08]","1084779",NA,NA
"6395","White","White","Male","20-29","[6.2939221e-01 7.7990728e-05 1.1084697e-01 9.3484338e-04 1.7156766e-03
 1.3381051e-03 2.5569427e-01]","[0.98986167 0.00146404 0.0050931  0.00358119]","[9.999993e-01 6.942637e-07]","[2.6566249e-07 3.3388703e-04 1.1313244e-01 8.7423217e-01 1.2271467e-02
 2.9750172e-05 2.7223974e-08 8.6788660e-10 1.6026897e-11]","1084841",0,"Medium"
"6396","White","White","Male","20-29","[9.9079096e-01 6.1098103e-06 2.7354651e-03 4.0233903e-05 8.2307386e-05
 1.3918437e-05 6.3311197e-03]","[9.9986476e-01 9.4631478e-06 7.5955242e-05 4.9770544e-05]","[9.9999934e-01 6.3614061e-07]","[1.7541293e-08 1.3839757e-05 2.2516411e-02 8.9057082e-01 8.5083775e-02
 1.8077632e-03 7.3256374e-06 6.6423830e-08 1.1385662e-09]","1084846",NA,NA
"6397","Black","Black","Female","30-39","[6.2498593e-06 9.9984568e-01 9.7658551e-05 1.6666235e-07 1.0330715e-06
 4.8934118e-05 2.1235634e-07]","[3.0974575e-06 9.9998337e-01 4.4572530e-06 9.0797839e-06]","[0.20273028 0.79726976]","[2.6694731e-06 3.0632527e-04 2.3723548e-02 2.6762104e-01 4.5434329e-01
 2.1989097e-01 3.3392549e-02 7.0342782e-04 1.6238577e-05]","1084935",NA,NA
"6398","Black","Black","Male","20-29","[5.3931115e-04 9.5550787e-01 3.7780903e-02 9.4762454e-06 4.3238525e-04
 4.8708911e-03 8.5918978e-04]","[1.4607451e-04 9.9162209e-01 6.7567779e-04 7.5561646e-03]","[9.9999762e-01 2.4168867e-06]","[2.8624338e-06 4.1058037e-04 1.2514807e-01 7.0355481e-01 1.5679969e-01
 1.3676845e-02 3.9658803e-04 1.0477620e-05 2.1496524e-07]","1084936",NA,NA
"6399","White","White","Male","20-29","[7.5063086e-01 5.7299541e-05 7.2049327e-02 2.0900965e-04 4.7265645e-04
 2.9443525e-02 1.4713743e-01]","[9.7674239e-01 2.2234875e-05 1.8299411e-03 2.1405429e-02]","[9.9999905e-01 9.0260045e-07]","[7.8156182e-07 6.2095198e-05 6.3081118e-03 7.8252149e-01 2.0910895e-01
 1.9953435e-03 3.2125654e-06 5.7697132e-08 7.2683948e-10]","1084948",NA,NA
"6400","White","White","Male","20-29","[8.2972652e-01 1.7205173e-04 6.6548817e-02 6.7756155e-05 2.1052988e-04
 3.0548457e-04 1.0296889e-01]","[0.98633873 0.00273153 0.00224734 0.00868245]","[9.999996e-01 3.747656e-07]","[9.82386350e-09 1.30030985e-05 9.57518369e-02 8.68570268e-01
 3.52660380e-02 3.97761469e-04 1.00309876e-06 9.93103288e-09
 1.12439787e-10]","1084967",0,"White"
"6401","Middle Eastern","White","Male","20-29","[1.20758004e-01 1.60957151e-03 2.94952821e-02 2.66449671e-04
 4.33036912e-04 6.16739446e-04 8.46820951e-01]","[0.9798553  0.00888399 0.00560612 0.00565457]","[0.95290416 0.04709584]","[1.3041854e-07 7.4861258e-05 2.1960819e-01 7.1642703e-01 6.1423328e-02
 2.4217111e-03 4.2401418e-05 2.2907554e-06 7.6645115e-08]","1085031",NA,NA
"6402","White","White","Male","10-19","[9.9433208e-01 1.7995515e-06 2.9572833e-04 4.5465469e-05 3.7541995e-05
 4.0937839e-06 5.2832537e-03]","[9.9783415e-01 3.8195137e-04 1.6369796e-03 1.4685730e-04]","[9.9999756e-01 2.4627759e-06]","[3.4132614e-07 1.5484722e-03 8.2288140e-01 1.7362151e-01 1.8991554e-03
 4.8791328e-05 2.5662146e-07 9.2229984e-09 1.7757237e-10]","1085033",NA,NA
"6403","White","White","Male","20-29","[6.8667293e-01 5.5378687e-04 2.3252320e-01 2.5918073e-04 5.4453831e-04
 5.6781434e-04 7.8878544e-02]","[0.9713302  0.01253571 0.01090947 0.00522472]","[9.9995625e-01 4.3719025e-05]","[8.1382439e-07 1.9196264e-03 4.7434691e-01 5.1331550e-01 1.0298537e-02
 1.1820017e-04 4.2536800e-07 6.7710157e-09 1.7386412e-10]","1085034",NA,NA
"6404","White","White","Male","20-29","[7.5996333e-01 5.3184177e-04 9.6007727e-02 1.0463366e-04 2.2798256e-04
 1.0532895e-03 1.4211120e-01]","[0.87646216 0.1030781  0.0042574  0.01620234]","[0.8809114 0.1190886]","[4.4645446e-08 1.6465405e-05 4.3515168e-02 7.4237353e-01 2.0432140e-01
 9.6328016e-03 1.3797314e-04 2.5489096e-06 7.6102957e-08]","1085081",0,"White"
"6405","White","White","Male","20-29","[7.21658289e-01 6.78914308e-04 1.04277775e-01 6.37351841e-05
 1.56673879e-04 9.44375293e-04 1.72220170e-01]","[9.8978114e-01 1.9300628e-03 6.8387197e-04 7.6049399e-03]","[9.9999607e-01 3.9284869e-06]","[1.3792639e-07 3.1777541e-05 1.7157963e-02 9.0389591e-01 7.8209735e-02
 7.0108898e-04 3.3179783e-06 8.2973280e-08 1.4159137e-09]","1085103",0,"White"
"6406","White","White","Male","20-29","[7.9566413e-01 1.0851231e-05 1.6000557e-01 8.1098184e-04 6.7210436e-04
 5.5535915e-03 3.7282702e-02]","[9.9572039e-01 5.8293037e-05 5.8390922e-04 3.6374950e-03]","[9.9999344e-01 6.5790891e-06]","[5.7244290e-07 1.7978826e-04 1.0643887e-01 8.1342286e-01 7.8780584e-02
 1.1706314e-03 6.4833616e-06 1.7214265e-07 1.9309769e-09]","1085111",0,"White"
"6407","Latino_Hispanic","Black","Male","20-29","[4.7765020e-02 3.4594472e-02 8.9788628e-01 1.9856366e-04 2.0399024e-03
 9.1596656e-03 8.3561148e-03]","[0.06647577 0.60616165 0.01682105 0.3105416 ]","[9.9951530e-01 4.8472293e-04]","[4.6761386e-08 8.7010603e-06 5.0830197e-02 7.8961843e-01 1.5401655e-01
 5.4596169e-03 6.5693457e-05 8.1056254e-07 9.9761950e-09]","1085180",0,"Medium"
"6408","White","White","Male","20-29","[0.45595157 0.00670981 0.4048069  0.00054643 0.00124406 0.00071197
 0.13002914]","[9.8063195e-01 1.1026782e-02 7.7452604e-03 5.9603911e-04]","[9.9999982e-01 1.3517561e-07]","[2.8988175e-06 5.1269184e-05 2.5873901e-03 4.8914436e-01 4.8890701e-01
 1.9145647e-02 1.5892151e-04 2.5438778e-06 2.5396599e-08]","1085199",0,"White"
"6409","White","White","Male","20-29","[8.9598280e-01 5.3154083e-04 3.4477359e-03 1.3509487e-06 8.7778890e-06
 1.2983891e-04 9.9897921e-02]","[9.9721169e-01 2.7180030e-03 1.4840486e-05 5.5484186e-05]","[1.0000000e+00 1.2866882e-09]","[1.7596099e-09 8.9530852e-07 2.9207785e-03 9.3086499e-01 6.6042647e-02
 1.7046327e-04 2.2298332e-07 2.4784819e-09 3.3025045e-11]","1085223",0,"White"
"6410","Middle Eastern","Indian","Male","10-19","[3.9517521e-03 6.7126166e-06 3.9608027e-03 3.5713681e-06 2.4648549e-05
 3.7442280e-03 9.8830831e-01]","[0.4138915  0.01451732 0.00266216 0.568929  ]","[9.9999988e-01 1.4988169e-07]","[4.2429201e-06 6.4433232e-02 8.9035368e-01 4.2575374e-02 2.3942522e-03
 2.3789395e-04 1.2513691e-06 4.9600196e-08 5.6822180e-10]","1085242",0,"Medium"
"6411","Black","Black","Male","20-29","[2.5103241e-03 9.0537661e-01 6.9294162e-02 3.0990730e-05 3.2355633e-04
 3.2198641e-03 1.9244501e-02]","[1.2463611e-03 9.9768555e-01 5.3970324e-04 5.2840170e-04]","[9.999502e-01 4.981728e-05]","[4.5917980e-07 1.7441494e-05 1.0547771e-02 6.1175919e-01 3.5752776e-01
 1.9846009e-02 2.9617466e-04 5.0743529e-06 1.2960533e-07]","1085246",NA,NA
"6412","White","White","Male","20-29","[9.7708952e-01 2.0720303e-05 3.9283559e-03 7.4283988e-04 2.3658076e-04
 1.0436703e-05 1.7971499e-02]","[9.9715447e-01 7.0600573e-04 1.3020412e-03 8.3755155e-04]","[9.9999976e-01 1.6731053e-07]","[5.2456807e-07 3.1131692e-04 2.5651014e-01 6.7714143e-01 6.3723251e-02
 2.2766832e-03 3.5525311e-05 1.1077140e-06 1.1065419e-08]","1085252",0,"White"
"6413","White","White","Male","20-29","[8.8726163e-01 5.2167925e-05 5.0000086e-02 2.4219532e-03 1.2887846e-03
 7.4482632e-05 5.8900744e-02]","[9.9823779e-01 2.2537680e-04 1.4419897e-03 9.4831295e-05]","[9.9999928e-01 7.2759246e-07]","[8.5875473e-07 2.8616228e-04 1.6414018e-01 7.8990269e-01 4.4811785e-02
 8.5122389e-04 6.9813141e-06 1.4194130e-07 1.7435484e-09]","1085265",0,"White"
"6414","White","White","Male","20-29","[5.9285140e-01 1.8759986e-04 5.6462210e-02 6.9321854e-05 9.5588868e-05
 2.9685183e-03 3.4736529e-01]","[9.9923015e-01 5.2111489e-05 1.4085133e-05 7.0364127e-04]","[9.9980062e-01 1.9937105e-04]","[8.51770164e-04 7.97600448e-02 1.18611075e-01 5.00302672e-01
 2.81898469e-01 1.82873383e-02 2.77709303e-04 1.05232339e-05
 4.06163849e-07]","1085304",0,"White"
"6415","Black","Black","Male","20-29","[3.90949754e-06 9.99633372e-01 9.61735641e-05 3.07336769e-08
 1.01416549e-06 1.12811846e-04 1.52680441e-04]","[2.169461e-06 9.999527e-01 7.296574e-07 4.432318e-05]","[9.9999988e-01 1.4511973e-07]","[1.45760254e-07 1.96958586e-04 6.45185187e-02 8.19565058e-01
 1.12642914e-01 3.06230108e-03 1.37014267e-05 3.63370162e-07
 8.40407299e-09]","1085345",1,"Black"
"6416","White","White","Male","10-19","[9.9792910e-01 3.3825822e-07 6.3292403e-04 6.3571556e-06 1.1840766e-05
 1.0743437e-05 1.4086139e-03]","[9.9990302e-01 1.1125215e-05 6.3263244e-05 2.2613272e-05]","[1.0000000e+00 1.9500295e-08]","[1.8567091e-07 6.6370063e-04 5.5816406e-01 4.3352291e-01 7.5505730e-03
 9.8326309e-05 2.2865525e-07 2.1942717e-09 2.3124971e-11]","1085371",0,"White"
"6417","Black","Black","Male","30-39","[3.7960575e-07 9.9999446e-01 2.9682951e-06 4.6173914e-09 5.5035773e-08
 2.0010320e-06 2.3251289e-07]","[1.9675605e-07 9.9999952e-01 1.2196439e-07 1.5883519e-07]","[9.9999672e-01 3.3027766e-06]","[3.2884673e-09 1.9070326e-07 5.6796713e-04 4.5843056e-01 5.0070775e-01
 3.9544173e-02 7.4090384e-04 8.1571216e-06 3.8011433e-07]","1085381",1,"Black"
"6418","Black","Black","Male","10-19","[6.6976376e-05 9.9502259e-01 1.2478486e-03 1.3716238e-04 2.7538138e-03
 7.5203256e-04 1.9540654e-05]","[2.5935551e-05 9.8734820e-01 9.5156152e-03 3.1102670e-03]","[9.9998277e-01 1.7270484e-05]","[2.6696404e-07 3.0956175e-03 6.7715800e-01 3.1592667e-01 3.7503636e-03
 6.8203575e-05 7.5975589e-07 4.4525244e-08 2.6425240e-09]","1085400",1,"Black"
"6419","White","White","Male","20-29","[9.8996562e-01 2.4935791e-05 3.9855824e-03 6.9389243e-05 1.1772175e-04
 2.8286796e-04 5.5539194e-03]","[9.9539691e-01 1.5767380e-04 7.3734793e-04 3.7080511e-03]","[9.9999982e-01 1.7017946e-07]","[9.38881239e-09 1.68146653e-05 1.15347028e-01 8.74388814e-01
 1.01747485e-02 7.23463236e-05 2.56339774e-07 4.44807036e-09
 6.96899968e-11]","1085555",0,"White"
"6420","White","White","Male","20-29","[9.7050709e-01 2.1912756e-06 1.1720323e-02 2.3815180e-04 2.6128753e-04
 2.2966256e-05 1.7247973e-02]","[9.9956691e-01 3.2500833e-05 3.5562250e-04 4.4952554e-05]","[9.999997e-01 2.795157e-07]","[7.1237270e-07 2.8770845e-04 5.2343968e-02 7.0625162e-01 2.3256414e-01
 8.5104946e-03 4.1072595e-05 2.9392859e-07 2.5336799e-09]","1085569",0,"White"
"6421","White","White","Male","20-29","[6.5622610e-01 3.8476479e-05 1.0645792e-01 1.8977297e-04 6.1017333e-04
 2.3083768e-03 2.3416910e-01]","[0.9784254  0.00191422 0.01028759 0.00937284]","[9.9999994e-01 3.6562007e-08]","[2.88180644e-07 1.10190675e-04 8.43658820e-02 8.34872305e-01
 7.91292191e-02 1.51605939e-03 5.89409819e-06 9.11268714e-08
 6.06542150e-10]","1085570",NA,NA
"6422","Middle Eastern","White","Male","10-19","[1.7039679e-02 1.3851172e-05 9.3696332e-03 2.2524402e-05 7.1389601e-05
 1.1702066e-03 9.7231269e-01]","[0.9153564  0.00482576 0.0056284  0.07418948]","[9.9997902e-01 2.1032763e-05]","[1.3305223e-05 1.0630423e-02 5.2888495e-01 4.3036634e-01 2.9042695e-02
 1.0549333e-03 7.0300835e-06 3.0319634e-07 5.1844142e-09]","1085572",0,"Medium"
"6423","Middle Eastern","White","Male","20-29","[2.0231530e-01 2.8797109e-03 3.5988075e-01 2.3232140e-04 4.4478133e-04
 2.5683416e-03 4.3167880e-01]","[0.6959634  0.23653142 0.00876871 0.05873654]","[9.999924e-01 7.662970e-06]","[1.1100162e-06 9.5441210e-05 3.3430807e-02 8.8636786e-01 7.8966409e-02
 1.1314608e-03 6.6453199e-06 3.0878556e-07 6.2067946e-09]","1085579",0,"Medium"
